polymer nbases
M42Fcsw_280676 5 212
M42Fcsw_292000 5 212
M42Fcsw_338770 5 212
M42Fcsw_364851 5 212
M42Fcsw_373077 5 212
M43Fcsw_11639 5 212
M43Fcsw_49897 5 212
M43Fcsw_58212 5 212
M43Fcsw_76632 5 212
M43Fcsw_83271 5 212
M43Fcsw_108886 5 212
M43Fcsw_149340 5 212
M43Fcsw_156198 5 212
M43Fcsw_161800 5 212
M43Fcsw_187034 5 212
M43Fcsw_188323 5 212
M43Fcsw_193329 5 212
M43Fcsw_193779 5 212
M43Fcsw_197499 5 212
M43Fcsw_231150 5 212
M43Fcsw_231966 5 212
M43Fcsw_241860 5 212
M43Fcsw_256763 5 212
M44Fcsw_787 5 212
M44Fcsw_13993 5 212
M44Fcsw_27691 5 212
M44Fcsw_50322 5 212
M44Fcsw_71705 5 212
M44Fcsw_78657 5 212
M44Fcsw_82950 5 212
M44Fcsw_86354 5 212
M44Fcsw_92005 5 212
M44Fcsw_114365 5 212
M44Fcsw_126207 5 212
M44Fcsw_129095 5 212
M44Fcsw_139819 5 212
M44Fcsw_147166 5 212
M44Fcsw_155474 5 212
M44Fcsw_160661 5 212
M44Fcsw_177367 5 212
M44Fcsw_201205 5 212
M44Fcsw_202172 5 212
M44Fcsw_208370 5 212
M44Fcsw_214159 5 212
M44Fcsw_230340 5 212
M44Fcsw_239823 5 212
M44Fcsw_241479 5 212
M44Fcsw_246964 5 212
M44Fcsw_249876 5 212
M44Fcsw_253598 5 212
M44Fcsw_255542 5 212
M44Fcsw_259459 5 212
M44Fcsw_263300 5 212
M44Fcsw_267438 5 212
F11Fcsw_3865 5 213
F11Fcsw_14954 5 213
F11Fcsw_24087 5 213
F11Fcsw_31223 5 213
F11Fcsw_56345 5 213
F11Fcsw_104057 5 213
F11Fcsw_429773 5 213
F11Fcsw_448861 5 213
F11Fcsw_461019 5 213
F11Fcsw_499352 5 213
F12Fcsw_15256 5 213
F12Fcsw_16525 5 213
F12Fcsw_21124 5 213
F12Fcsw_46902 5 213
F12Fcsw_74078 5 213
F12Fcsw_87229 5 213
F12Fcsw_382284 5 213
F12Fcsw_383612 5 213
F12Fcsw_393178 5 213
F12Fcsw_419087 5 213
F12Fcsw_426871 5 213
F12Fcsw_496448 5 213
F12Fcsw_498686 5 213
F13Fcsw_4268 5 213
F13Fcsw_4781 5 213
F13Fcsw_27784 5 213
F13Fcsw_77118 5 213
F13Fcsw_81239 5 213
F13Fcsw_99517 5 213
F13Fcsw_112304 5 213
F13Fcsw_124562 5 213
F13Fcsw_177883 5 213
F13Fcsw_183697 5 213
F13Fcsw_195738 5 213
F13Fcsw_199537 5 213
F13Fcsw_241532 5 213
F14Fcsw_19850 5 213
F14Fcsw_20215 5 213
F14Fcsw_58946 5 213
F14Fcsw_80326 5 213
F14Fcsw_86298 5 213
F14Fcsw_93727 5 213
F14Fcsw_122673 5 213
F14Fcsw_189805 5 213
F14Fcsw_215002 5 213
F14Fcsw_238432 5 213
F14Fcsw_251537 5 213
F14Fcsw_260571 5 213
F14Fcsw_269129 5 213
F21Fcsw_3483 5 213
F21Fcsw_12210 5 213
F21Fcsw_20286 5 213
F21Fcsw_42424 5 213
F21Fcsw_75424 5 213
F21Fcsw_77171 5 213
F21Fcsw_416439 5 213
F21Fcsw_418142 5 213
F21Fcsw_439371 5 213
F21Fcsw_458599 5 213
F21Fcsw_462561 5 213
F21Fcsw_463034 5 213
F21Fcsw_470429 5 213
F21Fcsw_476827 5 213
F21Fcsw_491432 5 213
F21Fcsw_504282 5 213
F22Fcsw_26329 5 213
F22Fcsw_44156 5 213
F22Fcsw_80635 5 213
F22Fcsw_82757 5 213
F22Fcsw_93617 5 213
F22Fcsw_111911 5 213
F22Fcsw_111948 5 213
F22Fcsw_389100 5 213
F22Fcsw_425756 5 213
F22Fcsw_429205 5 213
F22Fcsw_493078 5 213
F22Fcsw_500265 5 213
F22Fcsw_501659 5 213
F23Fcsw_17115 5 213
F23Fcsw_18322 5 213
F23Fcsw_76928 5 213
F23Fcsw_82077 5 213
F23Fcsw_102036 5 213
F23Fcsw_107252 5 213
F23Fcsw_110122 5 213
F23Fcsw_123834 5 213
F23Fcsw_193444 5 213
F23Fcsw_222968 5 213
F23Fcsw_227860 5 213
F23Fcsw_233398 5 213
F23Fcsw_234430 5 213
F23Fcsw_235463 5 213
F23Fcsw_260204 5 213
F24Fcsw_23734 5 213
F24Fcsw_56036 5 213
F24Fcsw_60068 5 213
F24Fcsw_73283 5 213
F24Fcsw_91752 5 213
F24Fcsw_107270 5 213
F24Fcsw_110896 5 213
F24Fcsw_118408 5 213
F24Fcsw_138806 5 213
F24Fcsw_140376 5 213
F24Fcsw_147185 5 213
F24Fcsw_170822 5 213
F24Fcsw_192623 5 213
F24Fcsw_197998 5 213
F24Fcsw_212909 5 213
F24Fcsw_216948 5 213
F24Fcsw_246781 5 213
F24Fcsw_258407 5 213
F31Fcsw_130852 5 213
F31Fcsw_136990 5 213
F31Fcsw_142566 5 213
F31Fcsw_142870 5 213
F31Fcsw_151748 5 213
F31Fcsw_151890 5 213
F31Fcsw_155158 5 213
F31Fcsw_157433 5 213
F31Fcsw_159786 5 213
F31Fcsw_167620 5 213
F31Fcsw_180444 5 213
F31Fcsw_187296 5 213
F31Fcsw_198335 5 213
F31Fcsw_201509 5 213
F31Fcsw_203404 5 213
F31Fcsw_203551 5 213
F31Fcsw_209648 5 213
F31Fcsw_234191 5 213
F31Fcsw_235100 5 213
F31Fcsw_235340 5 213
F31Fcsw_237212 5 213
F31Fcsw_238343 5 213
F31Fcsw_242347 5 213
F31Fcsw_254563 5 213
F31Fcsw_256018 5 213
F31Fcsw_258374 5 213
F31Fcsw_263071 5 213
F31Fcsw_270320 5 213
F31Fcsw_278284 5 213
F31Fcsw_284144 5 213
F31Fcsw_303253 5 213
F31Fcsw_308268 5 213
F31Fcsw_319638 5 213
F31Fcsw_323862 5 213
F31Fcsw_330441 5 213
F31Fcsw_330565 5 213
F31Fcsw_343405 5 213
F31Fcsw_345429 5 213
F31Fcsw_348920 5 213
F31Fcsw_353011 5 213
F31Fcsw_371547 5 213
F31Fcsw_372237 5 213
F32Fcsw_133709 5 213
F32Fcsw_133999 5 213
F32Fcsw_136150 5 213
F32Fcsw_139647 5 213
F32Fcsw_144360 5 213
F32Fcsw_148081 5 213
F32Fcsw_153949 5 213
F32Fcsw_155260 5 213
F32Fcsw_170790 5 213
F32Fcsw_176634 5 213
F32Fcsw_185190 5 213
F32Fcsw_187210 5 213
F32Fcsw_187916 5 213
F32Fcsw_203356 5 213
F32Fcsw_203896 5 213
F32Fcsw_205190 5 213
F32Fcsw_208874 5 213
F32Fcsw_209241 5 213
F32Fcsw_223719 5 213
F32Fcsw_225785 5 213
F32Fcsw_228423 5 213
F32Fcsw_229635 5 213
F32Fcsw_235356 5 213
F32Fcsw_239361 5 213
F32Fcsw_248764 5 213
F32Fcsw_258022 5 213
F32Fcsw_260425 5 213
F32Fcsw_268292 5 213
F32Fcsw_307842 5 213
F32Fcsw_307997 5 213
F32Fcsw_311029 5 213
F32Fcsw_322209 5 213
F32Fcsw_323876 5 213
F32Fcsw_326871 5 213
F32Fcsw_328805 5 213
F32Fcsw_336850 5 213
F32Fcsw_339509 5 213
F32Fcsw_341613 5 213
F32Fcsw_343435 5 213
F32Fcsw_350485 5 213
F32Fcsw_362834 5 213
F32Fcsw_367823 5 213
F32Fcsw_371506 5 213
F33Fcsw_47802 5 213
F33Fcsw_66721 5 213
F33Fcsw_87804 5 213
F33Fcsw_113828 5 213
F33Fcsw_155870 5 213
F33Fcsw_199739 5 213
F33Fcsw_204861 5 213
F33Fcsw_204904 5 213
F33Fcsw_212161 5 213
F33Fcsw_212998 5 213
F33Fcsw_220714 5 213
F33Fcsw_221328 5 213
F33Fcsw_242113 5 213
F33Fcsw_262933 5 213
F34Fcsw_117 5 213
F34Fcsw_5004 5 213
F34Fcsw_43508 5 213
F34Fcsw_52028 5 213
F34Fcsw_83900 5 213
F34Fcsw_100247 5 213
F34Fcsw_144526 5 213
F34Fcsw_155671 5 213
F34Fcsw_173490 5 213
F34Fcsw_180147 5 213
F34Fcsw_194272 5 213
F34Fcsw_197820 5 213
F34Fcsw_206071 5 213
F34Fcsw_208482 5 213
F34Fcsw_220173 5 213
F34Fcsw_230531 5 213
F34Fcsw_233783 5 213
F34Fcsw_244083 5 213
F34Fcsw_256026 5 213
F34Fcsw_263003 5 213
F34Fcsw_271014 5 213
M11Fcsw_34015 5 213
M11Fcsw_96403 5 213
M11Fcsw_411090 5 213
M11Fcsw_412224 5 213
M11Fcsw_416528 5 213
M11Fcsw_417495 5 213
M11Fcsw_451285 5 213
M11Fcsw_482115 5 213
M12Fcsw_36357 5 213
M12Fcsw_43607 5 213
M12Fcsw_74283 5 213
M12Fcsw_95291 5 213
M12Fcsw_103990 5 213
M12Fcsw_393621 5 213
M12Fcsw_420033 5 213
M12Fcsw_430551 5 213
M12Fcsw_435134 5 213
M13Fcsw_44029 5 213
M13Fcsw_47329 5 213
M13Fcsw_66796 5 213
M13Fcsw_94604 5 213
M13Fcsw_109252 5 213
M13Fcsw_123249 5 213
M13Fcsw_229569 5 213
M13Fcsw_252413 5 213
M14Fcsw_15824 5 213
M14Fcsw_43515 5 213
M14Fcsw_96905 5 213
M14Fcsw_102803 5 213
M14Fcsw_112474 5 213
M14Fcsw_123597 5 213
M14Fcsw_186541 5 213
M14Fcsw_190598 5 213
M14Fcsw_226300 5 213
M14Fcsw_242764 5 213
M21Fcsw_161009 5 213
M21Fcsw_168338 5 213
M21Fcsw_185360 5 213
M21Fcsw_197367 5 213
M21Fcsw_198106 5 213
M21Fcsw_209819 5 213
M21Fcsw_218742 5 213
M21Fcsw_220742 5 213
M21Fcsw_238965 5 213
M21Fcsw_240127 5 213
M21Fcsw_248637 5 213
M21Fcsw_267598 5 213
M21Fcsw_270803 5 213
M21Fcsw_274180 5 213
M21Fcsw_285127 5 213
M21Fcsw_289917 5 213
M21Fcsw_296544 5 213
M21Fcsw_312379 5 213
M21Fcsw_325739 5 213
M21Fcsw_330305 5 213
M21Fcsw_343346 5 213
M21Fcsw_354828 5 213
M21Fcsw_375234 5 213
M22Fcsw_176094 5 213
M22Fcsw_178383 5 213
M22Fcsw_180317 5 213
M22Fcsw_198405 5 213
M22Fcsw_217131 5 213
M22Fcsw_231351 5 213
M22Fcsw_257414 5 213
M22Fcsw_274959 5 213
M22Fcsw_278132 5 213
M22Fcsw_303094 5 213
M22Fcsw_336803 5 213
M22Fcsw_354313 5 213
M22Fcsw_356721 5 213
M22Fcsw_366570 5 213
M22Fcsw_366971 5 213
M23Fcsw_40272 5 213
M23Fcsw_42342 5 213
M23Fcsw_45863 5 213
M23Fcsw_66271 5 213
M23Fcsw_70755 5 213
M23Fcsw_84691 5 213
M23Fcsw_109437 5 213
M23Fcsw_117712 5 213
M23Fcsw_118649 5 213
M23Fcsw_121898 5 213
M23Fcsw_124234 5 213
M23Fcsw_128980 5 213
M23Fcsw_146899 5 213
M23Fcsw_164656 5 213
M23Fcsw_207495 5 213
M23Fcsw_216407 5 213
M23Fcsw_259703 5 213
M23Fcsw_267684 5 213
M23Fcsw_268310 5 213
M24Fcsw_65398 5 213
M24Fcsw_82114 5 213
M24Fcsw_89528 5 213
M24Fcsw_113816 5 213
M24Fcsw_145815 5 213
M24Fcsw_237814 5 213
M41Fcsw_135469 5 213
M41Fcsw_136065 5 213
M41Fcsw_153981 5 213
M41Fcsw_159064 5 213
M41Fcsw_165690 5 213
M41Fcsw_186944 5 213
M41Fcsw_190073 5 213
M41Fcsw_194281 5 213
M41Fcsw_220058 5 213
M41Fcsw_224729 5 213
M41Fcsw_230154 5 213
M41Fcsw_233517 5 213
M41Fcsw_239402 5 213
M41Fcsw_247192 5 213
M41Fcsw_262555 5 213
M41Fcsw_272414 5 213
M41Fcsw_273990 5 213
M41Fcsw_276754 5 213
M41Fcsw_278279 5 213
M41Fcsw_282241 5 213
M41Fcsw_293202 5 213
M41Fcsw_316458 5 213
M41Fcsw_316937 5 213
M41Fcsw_332670 5 213
M41Fcsw_337467 5 213
M41Fcsw_346508 5 213
M41Fcsw_351090 5 213
M41Fcsw_360760 5 213
M41Fcsw_363964 5 213
M41Fcsw_366929 5 213
M41Fcsw_367820 5 213
M42Fcsw_148730 5 213
M42Fcsw_159933 5 213
M42Fcsw_173745 5 213
M42Fcsw_203779 5 213
M42Fcsw_225112 5 213
M42Fcsw_226090 5 213
M42Fcsw_230565 5 213
M42Fcsw_241053 5 213
M42Fcsw_279284 5 213
M42Fcsw_348937 5 213
M42Fcsw_360594 5 213
M43Fcsw_22177 5 213
M43Fcsw_29991 5 213
M43Fcsw_37758 5 213
M43Fcsw_46243 5 213
M43Fcsw_58745 5 213
M43Fcsw_81316 5 213
M43Fcsw_92374 5 213
M43Fcsw_116913 5 213
M43Fcsw_175162 5 213
M43Fcsw_208067 5 213
M43Fcsw_216759 5 213
M43Fcsw_248210 5 213
M43Fcsw_255823 5 213
M43Fcsw_270713 5 213
M43Fcsw_270995 5 213
M44Fcsw_6673 5 213
M44Fcsw_45475 5 213
M44Fcsw_57563 5 213
M44Fcsw_66789 5 213
M44Fcsw_73710 5 213
M44Fcsw_84997 5 213
M44Fcsw_105562 5 213
M44Fcsw_111500 5 213
M44Fcsw_116527 5 213
M44Fcsw_180024 5 213
M44Fcsw_202796 5 213
M44Fcsw_245428 5 213
M44Fcsw_249666 5 213
M44Fcsw_253629 5 213
M44Fcsw_256733 5 213
F11Fcsw_30232 5 214
F11Fcsw_33623 5 214
F11Fcsw_53380 5 214
F11Fcsw_77601 5 214
F11Fcsw_96699 5 214
F11Fcsw_397839 5 214
F11Fcsw_504075 5 214
F11Fcsw_507375 5 214
F12Fcsw_29781 5 214
F12Fcsw_39419 5 214
F12Fcsw_40563 5 214
F12Fcsw_41668 5 214
F12Fcsw_43040 5 214
F12Fcsw_49328 5 214
F12Fcsw_66947 5 214
F12Fcsw_68962 5 214
F12Fcsw_76665 5 214
F12Fcsw_80910 5 214
F12Fcsw_94214 5 214
F12Fcsw_114638 5 214
F12Fcsw_392529 5 214
F12Fcsw_395518 5 214
F12Fcsw_404341 5 214
F12Fcsw_406193 5 214
F12Fcsw_412845 5 214
F12Fcsw_442312 5 214
F12Fcsw_445433 5 214
F12Fcsw_454571 5 214
F12Fcsw_454658 5 214
F12Fcsw_455738 5 214
F12Fcsw_456697 5 214
F12Fcsw_466274 5 214
F12Fcsw_480081 5 214
F12Fcsw_480462 5 214
F12Fcsw_483259 5 214
F12Fcsw_483884 5 214
F12Fcsw_497429 5 214
F13Fcsw_15836 5 214
F13Fcsw_17522 5 214
F13Fcsw_30000 5 214
F13Fcsw_38172 5 214
F13Fcsw_106910 5 214
F13Fcsw_107431 5 214
F13Fcsw_163244 5 214
F13Fcsw_166657 5 214
F13Fcsw_191291 5 214
F13Fcsw_196364 5 214
F13Fcsw_235736 5 214
F13Fcsw_257896 5 214
F13Fcsw_269967 5 214
F14Fcsw_38014 5 214
F14Fcsw_49995 5 214
F14Fcsw_52791 5 214
F14Fcsw_62329 5 214
F14Fcsw_92385 5 214
F14Fcsw_94795 5 214
F14Fcsw_110440 5 214
F14Fcsw_140161 5 214
F14Fcsw_159677 5 214
F14Fcsw_165488 5 214
F14Fcsw_191022 5 214
F14Fcsw_209443 5 214
F14Fcsw_216158 5 214
F14Fcsw_227433 5 214
F14Fcsw_233650 5 214
F14Fcsw_246744 5 214
F14Fcsw_258891 5 214
F14Fcsw_269225 5 214
F21Fcsw_6993 5 214
F21Fcsw_100623 5 214
F21Fcsw_382460 5 214
F21Fcsw_386398 5 214
F21Fcsw_400552 5 214
F21Fcsw_404361 5 214
F21Fcsw_410213 5 214
F21Fcsw_415786 5 214
F21Fcsw_458582 5 214
F21Fcsw_463586 5 214
F21Fcsw_463660 5 214
F21Fcsw_486401 5 214
F21Fcsw_497910 5 214
F22Fcsw_10324 5 214
F22Fcsw_21011 5 214
F22Fcsw_34863 5 214
F22Fcsw_35627 5 214
F22Fcsw_40713 5 214
F22Fcsw_56295 5 214
F22Fcsw_78250 5 214
F22Fcsw_82616 5 214
F22Fcsw_83094 5 214
F22Fcsw_88051 5 214
F22Fcsw_104998 5 214
F22Fcsw_110652 5 214
F22Fcsw_111978 5 214
F22Fcsw_115575 5 214
F22Fcsw_398527 5 214
F22Fcsw_424655 5 214
F22Fcsw_455287 5 214
F22Fcsw_463183 5 214
F22Fcsw_487910 5 214
F23Fcsw_8099 5 214
F23Fcsw_15785 5 214
F23Fcsw_17570 5 214
F23Fcsw_51726 5 214
F23Fcsw_64332 5 214
F23Fcsw_102721 5 214
F23Fcsw_102762 5 214
F23Fcsw_104903 5 214
F23Fcsw_131569 5 214
F23Fcsw_132250 5 214
F23Fcsw_134470 5 214
F23Fcsw_209369 5 214
F23Fcsw_222293 5 214
F23Fcsw_227106 5 214
F23Fcsw_227177 5 214
F23Fcsw_234623 5 214
F23Fcsw_260255 5 214
F23Fcsw_263916 5 214
F23Fcsw_269170 5 214
F24Fcsw_16921 5 214
F24Fcsw_22497 5 214
F24Fcsw_22576 5 214
F24Fcsw_43991 5 214
F24Fcsw_49671 5 214
F24Fcsw_84276 5 214
F24Fcsw_84965 5 214
F24Fcsw_109882 5 214
F24Fcsw_110930 5 214
F24Fcsw_120218 5 214
F24Fcsw_128164 5 214
F24Fcsw_146670 5 214
F24Fcsw_148532 5 214
F24Fcsw_164261 5 214
F24Fcsw_170370 5 214
F24Fcsw_177618 5 214
F24Fcsw_191712 5 214
F24Fcsw_211687 5 214
F24Fcsw_228111 5 214
F24Fcsw_228581 5 214
F24Fcsw_241433 5 214
F24Fcsw_259484 5 214
F31Fcsw_127826 5 214
F31Fcsw_130433 5 214
F31Fcsw_155157 5 214
F31Fcsw_155721 5 214
F31Fcsw_167840 5 214
F31Fcsw_170819 5 214
F31Fcsw_172475 5 214
F31Fcsw_174499 5 214
F31Fcsw_178495 5 214
F31Fcsw_178693 5 214
F31Fcsw_193119 5 214
F31Fcsw_205381 5 214
F31Fcsw_209202 5 214
F31Fcsw_209893 5 214
F31Fcsw_211208 5 214
F31Fcsw_212594 5 214
F31Fcsw_213982 5 214
F31Fcsw_214684 5 214
F31Fcsw_216460 5 214
F31Fcsw_220315 5 214
F31Fcsw_232542 5 214
F31Fcsw_232791 5 214
F31Fcsw_243790 5 214
F31Fcsw_244005 5 214
F31Fcsw_244307 5 214
F31Fcsw_248860 5 214
F31Fcsw_250999 5 214
F31Fcsw_257498 5 214
F31Fcsw_260638 5 214
F31Fcsw_262266 5 214
F31Fcsw_265379 5 214
F31Fcsw_274469 5 214
F31Fcsw_276075 5 214
F31Fcsw_293442 5 214
F31Fcsw_300526 5 214
F31Fcsw_319762 5 214
F31Fcsw_331213 5 214
F31Fcsw_334364 5 214
F31Fcsw_356294 5 214
F31Fcsw_356475 5 214
F31Fcsw_366703 5 214
F31Fcsw_367970 5 214
F31Fcsw_372583 5 214
F32Fcsw_141546 5 214
F32Fcsw_146135 5 214
F32Fcsw_147358 5 214
F32Fcsw_147652 5 214
F32Fcsw_149807 5 214
F32Fcsw_150953 5 214
F32Fcsw_157538 5 214
F32Fcsw_166395 5 214
F32Fcsw_178300 5 214
F32Fcsw_204422 5 214
F32Fcsw_206019 5 214
F32Fcsw_212731 5 214
F32Fcsw_223968 5 214
F32Fcsw_230929 5 214
F32Fcsw_258048 5 214
F32Fcsw_265948 5 214
F32Fcsw_269535 5 214
F32Fcsw_270601 5 214
F32Fcsw_272195 5 214
F32Fcsw_280800 5 214
F32Fcsw_282350 5 214
F32Fcsw_285210 5 214
F32Fcsw_286337 5 214
F32Fcsw_297532 5 214
F32Fcsw_311819 5 214
F32Fcsw_317055 5 214
F32Fcsw_322598 5 214
F32Fcsw_345962 5 214
F32Fcsw_349421 5 214
F32Fcsw_354063 5 214
F32Fcsw_356007 5 214
F32Fcsw_363139 5 214
F33Fcsw_64123 5 214
F33Fcsw_78135 5 214
F33Fcsw_115177 5 214
F33Fcsw_116484 5 214
F33Fcsw_169736 5 214
F33Fcsw_181082 5 214
F33Fcsw_212743 5 214
F33Fcsw_226004 5 214
F33Fcsw_244796 5 214
F33Fcsw_251862 5 214
F33Fcsw_270788 5 214
F33Fcsw_270975 5 214
F34Fcsw_9176 5 214
F34Fcsw_9551 5 214
F34Fcsw_18875 5 214
F34Fcsw_25904 5 214
F34Fcsw_77145 5 214
F34Fcsw_94801 5 214
F34Fcsw_134515 5 214
F34Fcsw_144779 5 214
F34Fcsw_174763 5 214
F34Fcsw_176295 5 214
F34Fcsw_205913 5 214
F34Fcsw_206065 5 214
F34Fcsw_209496 5 214
F34Fcsw_215070 5 214
F34Fcsw_219144 5 214
F34Fcsw_226183 5 214
F34Fcsw_232628 5 214
F34Fcsw_256504 5 214
M11Fcsw_9316 5 214
M11Fcsw_14928 5 214
M11Fcsw_21036 5 214
M11Fcsw_51639 5 214
M11Fcsw_58029 5 214
M11Fcsw_65430 5 214
M11Fcsw_66703 5 214
M11Fcsw_69169 5 214
M11Fcsw_84232 5 214
M11Fcsw_99169 5 214
M11Fcsw_99210 5 214
M11Fcsw_441909 5 214
M11Fcsw_445649 5 214
M11Fcsw_498480 5 214
M12Fcsw_40085 5 214
M12Fcsw_56825 5 214
M12Fcsw_57582 5 214
M12Fcsw_59630 5 214
M12Fcsw_65753 5 214
M12Fcsw_74932 5 214
M12Fcsw_502046 5 214
M12Fcsw_506209 5 214
M13Fcsw_3363 5 214
M13Fcsw_17188 5 214
M13Fcsw_26118 5 214
M13Fcsw_35467 5 214
M13Fcsw_73906 5 214
M13Fcsw_102829 5 214
M13Fcsw_114782 5 214
M13Fcsw_119291 5 214
M13Fcsw_121570 5 214
M13Fcsw_125246 5 214
M13Fcsw_130136 5 214
M13Fcsw_142350 5 214
M13Fcsw_142670 5 214
M13Fcsw_167279 5 214
M13Fcsw_175889 5 214
M13Fcsw_184370 5 214
M13Fcsw_187098 5 214
M13Fcsw_190494 5 214
M13Fcsw_194286 5 214
M13Fcsw_216433 5 214
M13Fcsw_221489 5 214
M13Fcsw_241791 5 214
M13Fcsw_271890 5 214
M14Fcsw_11337 5 214
M14Fcsw_43741 5 214
M14Fcsw_51805 5 214
M14Fcsw_54826 5 214
M14Fcsw_87925 5 214
M14Fcsw_96488 5 214
M14Fcsw_110155 5 214
M14Fcsw_126048 5 214
M14Fcsw_137602 5 214
M14Fcsw_152816 5 214
M14Fcsw_182881 5 214
M14Fcsw_201343 5 214
M14Fcsw_221997 5 214
M14Fcsw_234489 5 214
M14Fcsw_238319 5 214
M14Fcsw_241329 5 214
M14Fcsw_246291 5 214
M14Fcsw_259211 5 214
M14Fcsw_259851 5 214
M21Fcsw_128978 5 214
M21Fcsw_129848 5 214
M21Fcsw_145207 5 214
M21Fcsw_150317 5 214
M21Fcsw_154952 5 214
M21Fcsw_164620 5 214
M21Fcsw_168012 5 214
M21Fcsw_173669 5 214
M21Fcsw_173941 5 214
M21Fcsw_180764 5 214
M21Fcsw_201605 5 214
M21Fcsw_207213 5 214
M21Fcsw_214236 5 214
M21Fcsw_216966 5 214
M21Fcsw_243956 5 214
M21Fcsw_250318 5 214
M21Fcsw_290633 5 214
M21Fcsw_294163 5 214
M21Fcsw_295301 5 214
M21Fcsw_296156 5 214
M21Fcsw_298217 5 214
M21Fcsw_299546 5 214
M21Fcsw_301190 5 214
M21Fcsw_306116 5 214
M21Fcsw_310860 5 214
M21Fcsw_319666 5 214
M21Fcsw_321149 5 214
M21Fcsw_326004 5 214
M21Fcsw_339742 5 214
M21Fcsw_344835 5 214
M21Fcsw_362607 5 214
M21Fcsw_365549 5 214
M21Fcsw_368569 5 214
M21Fcsw_375244 5 214
M22Fcsw_140108 5 214
M22Fcsw_146109 5 214
M22Fcsw_152018 5 214
M22Fcsw_157512 5 214
M22Fcsw_230925 5 214
M22Fcsw_236459 5 214
M22Fcsw_239001 5 214
M22Fcsw_239480 5 214
M22Fcsw_257413 5 214
M22Fcsw_262065 5 214
M22Fcsw_273627 5 214
M22Fcsw_281097 5 214
M22Fcsw_287754 5 214
M22Fcsw_295603 5 214
M22Fcsw_297272 5 214
M22Fcsw_307193 5 214
M22Fcsw_312119 5 214
M22Fcsw_313347 5 214
M22Fcsw_322538 5 214
M22Fcsw_331133 5 214
M22Fcsw_333940 5 214
M22Fcsw_354078 5 214
M22Fcsw_356164 5 214
M22Fcsw_364776 5 214
M22Fcsw_372027 5 214
M23Fcsw_2577 5 214
M23Fcsw_25834 5 214
M23Fcsw_33171 5 214
M23Fcsw_49618 5 214
M23Fcsw_50208 5 214
M23Fcsw_84156 5 214
M23Fcsw_127368 5 214
M23Fcsw_143265 5 214
M23Fcsw_205045 5 214
M23Fcsw_206734 5 214
M23Fcsw_232755 5 214
M23Fcsw_251714 5 214
M23Fcsw_253191 5 214
M23Fcsw_260080 5 214
M24Fcsw_171 5 214
M24Fcsw_35486 5 214
M24Fcsw_39621 5 214
M24Fcsw_81178 5 214
M24Fcsw_106964 5 214
M24Fcsw_110138 5 214
M24Fcsw_147645 5 214
M24Fcsw_154472 5 214
M24Fcsw_169403 5 214
M24Fcsw_180231 5 214
M24Fcsw_192384 5 214
M24Fcsw_229181 5 214
M24Fcsw_234275 5 214
M41Fcsw_130920 5 214
M41Fcsw_135341 5 214
M41Fcsw_136111 5 214
M41Fcsw_137660 5 214
M41Fcsw_137859 5 214
M41Fcsw_146432 5 214
M41Fcsw_172350 5 214
M41Fcsw_178886 5 214
M41Fcsw_183534 5 214
M41Fcsw_191269 5 214
M41Fcsw_192954 5 214
M41Fcsw_204926 5 214
M41Fcsw_214905 5 214
M41Fcsw_233606 5 214
M41Fcsw_235861 5 214
M41Fcsw_238298 5 214
M41Fcsw_252109 5 214
M41Fcsw_256372 5 214
M41Fcsw_259548 5 214
M41Fcsw_262678 5 214
M41Fcsw_270708 5 214
M41Fcsw_279994 5 214
M41Fcsw_280596 5 214
M41Fcsw_284239 5 214
M41Fcsw_297256 5 214
M41Fcsw_307353 5 214
M41Fcsw_308751 5 214
M41Fcsw_316302 5 214
M41Fcsw_317226 5 214
M41Fcsw_321967 5 214
M41Fcsw_332960 5 214
M41Fcsw_351328 5 214
M41Fcsw_351593 5 214
M41Fcsw_354112 5 214
M41Fcsw_370102 5 214
M41Fcsw_372913 5 214
M42Fcsw_151511 5 214
M42Fcsw_175233 5 214
M42Fcsw_199955 5 214
M42Fcsw_208868 5 214
M42Fcsw_223876 5 214
M42Fcsw_242863 5 214
M42Fcsw_253074 5 214
M42Fcsw_259805 5 214
M42Fcsw_266470 5 214
M42Fcsw_279213 5 214
M42Fcsw_290421 5 214
M42Fcsw_294119 5 214
M42Fcsw_315830 5 214
M42Fcsw_323523 5 214
M42Fcsw_326277 5 214
M42Fcsw_328327 5 214
M42Fcsw_328456 5 214
M42Fcsw_331964 5 214
M42Fcsw_344346 5 214
M42Fcsw_351803 5 214
M42Fcsw_358325 5 214
M42Fcsw_361618 5 214
M42Fcsw_367171 5 214
M42Fcsw_375938 5 214
M43Fcsw_2177 5 214
M43Fcsw_4571 5 214
M43Fcsw_17666 5 214
M43Fcsw_27059 5 214
M43Fcsw_39231 5 214
M43Fcsw_134095 5 214
M43Fcsw_179376 5 214
M43Fcsw_234892 5 214
M43Fcsw_260978 5 214
M43Fcsw_262754 5 214
M43Fcsw_272884 5 214
M44Fcsw_31540 5 214
M44Fcsw_49713 5 214
M44Fcsw_66166 5 214
M44Fcsw_78686 5 214
M44Fcsw_78775 5 214
M44Fcsw_110371 5 214
M44Fcsw_112689 5 214
M44Fcsw_136730 5 214
M44Fcsw_166824 5 214
M44Fcsw_189469 5 214
M44Fcsw_196009 5 214
