polymer nbases
F31Fcsw_129774 5 137
F31Fcsw_173964 5 137
F31Fcsw_194518 5 137
F33Fcsw_221576 5 137
M21Fcsw_196854 5 137
M41Fcsw_128592 5 137
M41Fcsw_307172 5 137
M41Fcsw_327353 5 137
M42Fcsw_352787 5 137
M43Fcsw_85218 5 137
M44Fcsw_256409 5 137
F11Fcsw_475524 5 138
F22Fcsw_56681 5 138
F31Fcsw_364553 5 138
F32Fcsw_317786 5 138
F33Fcsw_219787 5 138
M12Fcsw_74940 5 138
M13Fcsw_206268 5 138
M13Fcsw_209977 5 138
M22Fcsw_356714 5 138
M41Fcsw_161931 5 138
M41Fcsw_175808 5 138
M41Fcsw_223911 5 138
M41Fcsw_289153 5 138
M41Fcsw_313736 5 138
M41Fcsw_374550 5 138
M42Fcsw_293117 5 138
M43Fcsw_75659 5 138
M43Fcsw_170443 5 138
M44Fcsw_149074 5 138
M44Fcsw_149392 5 138
M44Fcsw_233609 5 138
M44Fcsw_241883 5 138
F12Fcsw_491025 5 139
F14Fcsw_48463 5 139
F31Fcsw_290017 5 139
M11Fcsw_446733 5 139
M14Fcsw_172313 5 139
M24Fcsw_124431 5 139
M41Fcsw_244711 5 139
M42Fcsw_331240 5 139
M42Fcsw_354667 5 139
M43Fcsw_255115 5 139
F12Fcsw_443476 5 140
F13Fcsw_180852 5 140
F14Fcsw_247932 5 140
F23Fcsw_114791 5 140
M12Fcsw_32539 5 140
M21Fcsw_282153 5 140
M22Fcsw_315279 5 140
M43Fcsw_200747 5 140
F33Fcsw_80404 5 141
M11Fcsw_482621 5 141
M13Fcsw_238190 5 141
M42Fcsw_284131 5 141
M43Fcsw_271941 5 141
M44Fcsw_76417 5 141
F32Fcsw_202120 5 142
F34Fcsw_193442 5 142
M11Fcsw_79931 5 142
M14Fcsw_102898 5 142
M44Fcsw_259394 5 142
F21Fcsw_94922 5 143
F32Fcsw_140388 5 143
F32Fcsw_243599 5 143
M11Fcsw_79956 5 143
M43Fcsw_205499 5 143
M43Fcsw_214499 5 143
F21Fcsw_51539 5 144
F21Fcsw_444320 5 144
F22Fcsw_59547 5 144
F24Fcsw_137914 5 144
F34Fcsw_204138 5 144
M22Fcsw_241624 5 144
M23Fcsw_125241 5 144
M41Fcsw_200285 5 144
M44Fcsw_99462 5 144
F32Fcsw_282068 5 145
F34Fcsw_195004 5 145
M21Fcsw_231973 5 145
M21Fcsw_353874 5 145
M23Fcsw_220867 5 145
M44Fcsw_238055 5 145
F13Fcsw_144282 5 146
F24Fcsw_58433 5 146
F24Fcsw_242694 5 146
M23Fcsw_228301 5 146
M41Fcsw_358872 5 146
M42Fcsw_289633 5 146
M43Fcsw_23040 5 146
M43Fcsw_149202 5 146
M43Fcsw_205256 5 146
F23Fcsw_244390 5 147
F31Fcsw_225571 5 147
F33Fcsw_209891 5 147
M13Fcsw_173535 5 147
M21Fcsw_140331 5 147
M21Fcsw_367467 5 147
M22Fcsw_287535 5 147
M23Fcsw_120735 5 147
M41Fcsw_228456 5 147
M44Fcsw_75975 5 147
M44Fcsw_152904 5 147
F13Fcsw_96131 5 148
F23Fcsw_124205 5 148
M21Fcsw_370059 5 148
M23Fcsw_114286 5 148
M23Fcsw_247020 5 148
M43Fcsw_108893 5 148
M43Fcsw_220532 5 148
M44Fcsw_92607 5 148
M44Fcsw_124826 5 148
F21Fcsw_498301 5 149
F32Fcsw_324365 5 149
M13Fcsw_107177 5 149
M13Fcsw_260290 5 149
M22Fcsw_242603 5 149
M23Fcsw_23401 5 149
M41Fcsw_356953 5 149
M43Fcsw_162334 5 149
M43Fcsw_236447 5 149
M44Fcsw_159193 5 149
M44Fcsw_232546 5 149
M44Fcsw_238841 5 149
F14Fcsw_261910 5 150
F23Fcsw_43311 5 150
F23Fcsw_74824 5 150
F23Fcsw_165360 5 150
F24Fcsw_12158 5 150
F34Fcsw_44167 5 150
M12Fcsw_464458 5 150
M13Fcsw_74262 5 150
M21Fcsw_292221 5 150
M21Fcsw_316177 5 150
M22Fcsw_321237 5 150
M41Fcsw_311392 5 150
M42Fcsw_138824 5 150
M42Fcsw_358712 5 150
M44Fcsw_139056 5 150
M44Fcsw_272259 5 150
F21Fcsw_55269 5 151
F23Fcsw_160835 5 151
F32Fcsw_168356 5 151
M12Fcsw_412514 5 151
M13Fcsw_57388 5 151
M21Fcsw_145179 5 151
M22Fcsw_186455 5 151
M23Fcsw_131748 5 151
M42Fcsw_316304 5 151
M43Fcsw_121409 5 151
M43Fcsw_238833 5 151
M44Fcsw_115514 5 151
F13Fcsw_55849 5 152
F14Fcsw_207293 5 152
F21Fcsw_124320 5 152
F23Fcsw_216810 5 152
M11Fcsw_429177 5 152
M12Fcsw_450754 5 152
M13Fcsw_129742 5 152
M21Fcsw_134583 5 152
M43Fcsw_126879 5 152
M43Fcsw_212142 5 152
F13Fcsw_57597 5 153
F22Fcsw_506669 5 153
F24Fcsw_170350 5 153
F34Fcsw_252414 5 153
M24Fcsw_232249 5 153
M41Fcsw_221469 5 153
M42Fcsw_223618 5 153
M43Fcsw_184074 5 153
M43Fcsw_267410 5 153
M44Fcsw_108406 5 153
M44Fcsw_152830 5 153
M44Fcsw_196489 5 153
M22Fcsw_199499 5 154
F22Fcsw_57252 5 155
F22Fcsw_115195 5 155
F32Fcsw_336914 5 155
M13Fcsw_221970 5 155
M22Fcsw_219894 5 155
M22Fcsw_289706 5 155
M23Fcsw_17195 5 155
M24Fcsw_269912 5 155
M43Fcsw_126111 5 155
F14Fcsw_113185 5 156
F23Fcsw_269186 5 156
F24Fcsw_260608 5 156
F33Fcsw_226958 5 156
F34Fcsw_116104 5 156
M22Fcsw_329581 5 156
M23Fcsw_196107 5 156
M42Fcsw_164774 5 156
M43Fcsw_116796 5 156
M43Fcsw_260206 5 156
M43Fcsw_270471 5 156
M44Fcsw_73239 5 156
F12Fcsw_16521 5 157
M13Fcsw_211811 5 157
M23Fcsw_268018 5 157
M44Fcsw_175965 5 157
M44Fcsw_270264 5 157
F11Fcsw_97234 5 158
M14Fcsw_258000 5 158
M24Fcsw_121497 5 158
M43Fcsw_183301 5 158
M43Fcsw_218421 5 158
M21Fcsw_241987 5 159
M22Fcsw_214272 5 159
M24Fcsw_20715 5 159
M44Fcsw_234305 5 159
F21Fcsw_81777 5 160
F22Fcsw_399240 5 160
F31Fcsw_322019 5 160
M13Fcsw_185697 5 160
M24Fcsw_218704 5 160
F13Fcsw_59660 5 161
M41Fcsw_156063 5 161
F14Fcsw_121532 5 162
F21Fcsw_443113 5 162
F22Fcsw_61785 5 162
F22Fcsw_420561 5 162
F23Fcsw_197102 5 162
F34Fcsw_65437 5 162
M11Fcsw_417828 5 162
F13Fcsw_229329 5 163
F14Fcsw_64491 5 163
F21Fcsw_379287 5 163
F21Fcsw_432682 5 163
F21Fcsw_507464 5 163
F22Fcsw_62942 5 163
F22Fcsw_392623 5 163
F22Fcsw_483198 5 163
F34Fcsw_106836 5 163
M11Fcsw_499466 5 163
M24Fcsw_273574 5 163
M41Fcsw_358371 5 163
F11Fcsw_45206 5 164
F11Fcsw_424499 5 164
F22Fcsw_437703 5 164
F23Fcsw_122639 5 164
F23Fcsw_273256 5 164
F24Fcsw_228967 5 164
F24Fcsw_259934 5 164
M11Fcsw_89343 5 164
M11Fcsw_499142 5 164
M12Fcsw_115955 5 164
M21Fcsw_236030 5 164
M24Fcsw_107818 5 164
M41Fcsw_271690 5 164
M44Fcsw_274296 5 164
F14Fcsw_120681 5 165
F22Fcsw_119165 5 165
F23Fcsw_103245 5 165
F24Fcsw_105038 5 165
F33Fcsw_115055 5 165
M11Fcsw_379241 5 165
M14Fcsw_247816 5 165
M24Fcsw_270496 5 165
M43Fcsw_154815 5 165
M44Fcsw_40495 5 165
F12Fcsw_408997 5 166
F21Fcsw_70515 5 166
M13Fcsw_7815 5 166
M21Fcsw_347285 5 166
M22Fcsw_329529 5 166
M24Fcsw_272388 5 166
M41Fcsw_288016 5 166
M42Fcsw_231072 5 166
M42Fcsw_260331 5 166
M43Fcsw_228740 5 166
F12Fcsw_390718 5 167
F21Fcsw_423943 5 167
F21Fcsw_508304 5 167
F31Fcsw_130187 5 167
F31Fcsw_161780 5 167
F31Fcsw_220075 5 167
F31Fcsw_265808 5 167
F31Fcsw_347175 5 167
F34Fcsw_124292 5 167
M11Fcsw_75788 5 167
M14Fcsw_48077 5 167
M41Fcsw_165434 5 167
M41Fcsw_358578 5 167
F14Fcsw_206534 5 168
F24Fcsw_85857 5 168
F24Fcsw_227243 5 168
F24Fcsw_236576 5 168
F31Fcsw_147696 5 168
M13Fcsw_228817 5 168
M21Fcsw_234780 5 168
M22Fcsw_198896 5 168
M23Fcsw_119990 5 168
M24Fcsw_244024 5 168
M41Fcsw_130427 5 168
M41Fcsw_280242 5 168
M42Fcsw_309786 5 168
F21Fcsw_120108 5 169
F31Fcsw_372238 5 169
F31Fcsw_375951 5 169
M14Fcsw_219615 5 169
M21Fcsw_224309 5 169
M21Fcsw_358130 5 169
M22Fcsw_311489 5 169
M22Fcsw_346409 5 169
M24Fcsw_115317 5 169
M24Fcsw_118832 5 169
M24Fcsw_161521 5 169
M41Fcsw_355929 5 169
M42Fcsw_161250 5 169
M42Fcsw_221487 5 169
M44Fcsw_123235 5 169
F21Fcsw_414980 5 170
F22Fcsw_451614 5 170
F23Fcsw_180230 5 170
F24Fcsw_243306 5 170
F31Fcsw_375615 5 170
F32Fcsw_195051 5 170
F32Fcsw_218249 5 170
M11Fcsw_434035 5 170
M11Fcsw_488756 5 170
M21Fcsw_324143 5 170
M22Fcsw_370412 5 170
M23Fcsw_221816 5 170
M41Fcsw_267515 5 170
F32Fcsw_331421 5 171
F32Fcsw_367085 5 171
M22Fcsw_184229 5 171
M24Fcsw_228551 5 171
M42Fcsw_364409 5 171
M43Fcsw_244727 5 171
M43Fcsw_266425 5 171
M43Fcsw_273077 5 171
F13Fcsw_138669 5 172
F21Fcsw_68820 5 172
F21Fcsw_470779 5 172
F31Fcsw_136643 5 172
F32Fcsw_314617 5 172
M11Fcsw_430998 5 172
M12Fcsw_426920 5 172
M22Fcsw_375496 5 172
M23Fcsw_204475 5 172
M23Fcsw_224570 5 172
M41Fcsw_373122 5 172
F11Fcsw_400992 5 173
F21Fcsw_8819 5 173
F21Fcsw_488484 5 173
F22Fcsw_13476 5 173
F22Fcsw_95621 5 173
F22Fcsw_376150 5 173
F22Fcsw_400955 5 173
F31Fcsw_267038 5 173
F32Fcsw_298716 5 173
F33Fcsw_184110 5 173
F33Fcsw_216387 5 173
F34Fcsw_271279 5 173
M12Fcsw_504180 5 173
M13Fcsw_102331 5 173
M21Fcsw_327819 5 173
M22Fcsw_305033 5 173
M22Fcsw_366788 5 173
M23Fcsw_219625 5 173
M24Fcsw_146123 5 173
M41Fcsw_369137 5 173
M42Fcsw_231535 5 173
M42Fcsw_324959 5 173
M43Fcsw_212353 5 173
M44Fcsw_86984 5 173
M44Fcsw_97769 5 173
F21Fcsw_412853 5 174
F22Fcsw_43924 5 174
F22Fcsw_45235 5 174
F22Fcsw_117213 5 174
F24Fcsw_157869 5 174
F24Fcsw_268915 5 174
F31Fcsw_150365 5 174
F31Fcsw_219860 5 174
F32Fcsw_152879 5 174
F32Fcsw_160519 5 174
F32Fcsw_351523 5 174
F34Fcsw_211023 5 174
M21Fcsw_268954 5 174
M41Fcsw_344635 5 174
F11Fcsw_61045 5 175
F21Fcsw_8781 5 175
F21Fcsw_123583 5 175
F21Fcsw_391904 5 175
F21Fcsw_393235 5 175
F21Fcsw_429001 5 175
F21Fcsw_439069 5 175
F21Fcsw_459204 5 175
F21Fcsw_465017 5 175
F21Fcsw_476099 5 175
F22Fcsw_22961 5 175
F22Fcsw_77984 5 175
F22Fcsw_101651 5 175
F22Fcsw_416783 5 175
F22Fcsw_421374 5 175
F22Fcsw_421907 5 175
F22Fcsw_468223 5 175
F23Fcsw_243568 5 175
F24Fcsw_37842 5 175
F31Fcsw_274824 5 175
F34Fcsw_23377 5 175
F34Fcsw_225419 5 175
M12Fcsw_55815 5 175
M12Fcsw_383204 5 175
M12Fcsw_509867 5 175
M13Fcsw_162482 5 175
M22Fcsw_182386 5 175
M23Fcsw_88201 5 175
M41Fcsw_158572 5 175
M41Fcsw_174749 5 175
M41Fcsw_182822 5 175
M41Fcsw_302420 5 175
M42Fcsw_258378 5 175
M43Fcsw_117511 5 175
F11Fcsw_38950 5 176
F11Fcsw_427799 5 176
F21Fcsw_24043 5 176
F21Fcsw_104235 5 176
F21Fcsw_423113 5 176
F21Fcsw_424371 5 176
F21Fcsw_436209 5 176
F21Fcsw_454489 5 176
F21Fcsw_469060 5 176
F21Fcsw_503314 5 176
F22Fcsw_32083 5 176
F22Fcsw_120503 5 176
F22Fcsw_417328 5 176
F22Fcsw_468113 5 176
F22Fcsw_469186 5 176
F24Fcsw_61026 5 176
F31Fcsw_139991 5 176
F31Fcsw_229254 5 176
F31Fcsw_257361 5 176
F32Fcsw_147678 5 176
F32Fcsw_301726 5 176
F34Fcsw_184310 5 176
M14Fcsw_128686 5 176
M21Fcsw_178642 5 176
M21Fcsw_340611 5 176
M21Fcsw_367315 5 176
M22Fcsw_268579 5 176
M22Fcsw_310117 5 176
M24Fcsw_115911 5 176
M41Fcsw_179682 5 176
M41Fcsw_278702 5 176
M41Fcsw_334484 5 176
M41Fcsw_342502 5 176
M41Fcsw_358387 5 176
M42Fcsw_246214 5 176
M42Fcsw_264743 5 176
M42Fcsw_358427 5 176
M42Fcsw_361277 5 176
M43Fcsw_155836 5 176
F11Fcsw_5385 5 177
F11Fcsw_40704 5 177
F12Fcsw_425665 5 177
F14Fcsw_235103 5 177
F21Fcsw_52196 5 177
F21Fcsw_56176 5 177
F21Fcsw_69745 5 177
F21Fcsw_84486 5 177
F21Fcsw_388135 5 177
F21Fcsw_448038 5 177
F21Fcsw_454328 5 177
F21Fcsw_463152 5 177
F21Fcsw_475891 5 177
F22Fcsw_45806 5 177
F22Fcsw_47657 5 177
F22Fcsw_67312 5 177
F22Fcsw_86816 5 177
F22Fcsw_97695 5 177
F22Fcsw_101075 5 177
F22Fcsw_118802 5 177
F22Fcsw_386228 5 177
F22Fcsw_417188 5 177
F22Fcsw_425453 5 177
F22Fcsw_429123 5 177
F22Fcsw_452582 5 177
F22Fcsw_460594 5 177
F22Fcsw_484215 5 177
F24Fcsw_47472 5 177
F31Fcsw_223264 5 177
F31Fcsw_237836 5 177
F31Fcsw_243030 5 177
F31Fcsw_266008 5 177
F31Fcsw_287425 5 177
F31Fcsw_347755 5 177
F31Fcsw_348592 5 177
F31Fcsw_356498 5 177
F32Fcsw_168506 5 177
F32Fcsw_317147 5 177
F34Fcsw_44178 5 177
F34Fcsw_112992 5 177
M11Fcsw_20974 5 177
M12Fcsw_44116 5 177
M12Fcsw_431302 5 177
M14Fcsw_265417 5 177
M14Fcsw_267849 5 177
M21Fcsw_192902 5 177
M21Fcsw_235053 5 177
M21Fcsw_326361 5 177
M22Fcsw_171713 5 177
M22Fcsw_326001 5 177
M22Fcsw_327977 5 177
M23Fcsw_188929 5 177
M23Fcsw_268333 5 177
M41Fcsw_170130 5 177
M41Fcsw_297055 5 177
M42Fcsw_157718 5 177
M42Fcsw_260734 5 177
F11Fcsw_22687 5 178
F11Fcsw_61192 5 178
F11Fcsw_107025 5 178
F11Fcsw_407861 5 178
F11Fcsw_411421 5 178
F11Fcsw_482359 5 178
F14Fcsw_84341 5 178
F14Fcsw_111559 5 178
F14Fcsw_149766 5 178
F14Fcsw_196870 5 178
F21Fcsw_3146 5 178
F21Fcsw_3364 5 178
F21Fcsw_6563 5 178
F21Fcsw_17060 5 178
F21Fcsw_21132 5 178
F21Fcsw_23140 5 178
F21Fcsw_29062 5 178
F21Fcsw_50454 5 178
F21Fcsw_112277 5 178
F21Fcsw_118486 5 178
F21Fcsw_378705 5 178
F21Fcsw_387626 5 178
F21Fcsw_390784 5 178
F21Fcsw_408059 5 178
F21Fcsw_413334 5 178
F21Fcsw_425451 5 178
F21Fcsw_425611 5 178
F21Fcsw_427665 5 178
F21Fcsw_428353 5 178
F21Fcsw_428672 5 178
F21Fcsw_438451 5 178
F21Fcsw_446548 5 178
F21Fcsw_448451 5 178
F21Fcsw_448653 5 178
F21Fcsw_448827 5 178
F21Fcsw_451972 5 178
F21Fcsw_452700 5 178
F21Fcsw_465907 5 178
F21Fcsw_470792 5 178
F21Fcsw_479475 5 178
F21Fcsw_479777 5 178
F21Fcsw_490063 5 178
F21Fcsw_491296 5 178
F22Fcsw_13319 5 178
F22Fcsw_13865 5 178
F22Fcsw_26013 5 178
F22Fcsw_53682 5 178
F22Fcsw_65495 5 178
F22Fcsw_66939 5 178
F22Fcsw_70961 5 178
F22Fcsw_71016 5 178
F22Fcsw_71981 5 178
F22Fcsw_89410 5 178
F22Fcsw_103322 5 178
F22Fcsw_380907 5 178
F22Fcsw_381605 5 178
F22Fcsw_392422 5 178
F22Fcsw_394410 5 178
F22Fcsw_395771 5 178
F22Fcsw_408238 5 178
F22Fcsw_408604 5 178
F22Fcsw_410776 5 178
F22Fcsw_415353 5 178
F22Fcsw_417554 5 178
F22Fcsw_418338 5 178
F22Fcsw_418932 5 178
F22Fcsw_420203 5 178
F22Fcsw_421003 5 178
F22Fcsw_422423 5 178
F22Fcsw_428573 5 178
F22Fcsw_431401 5 178
F22Fcsw_435782 5 178
F22Fcsw_457209 5 178
F22Fcsw_469408 5 178
F22Fcsw_471235 5 178
F22Fcsw_474188 5 178
F22Fcsw_485789 5 178
F22Fcsw_498566 5 178
F23Fcsw_14954 5 178
F23Fcsw_130089 5 178
F31Fcsw_178651 5 178
F31Fcsw_214099 5 178
F31Fcsw_224350 5 178
F31Fcsw_256276 5 178
F31Fcsw_358592 5 178
F31Fcsw_364413 5 178
F32Fcsw_143357 5 178
F32Fcsw_174062 5 178
F32Fcsw_185393 5 178
F32Fcsw_224795 5 178
F32Fcsw_256680 5 178
F32Fcsw_280747 5 178
F32Fcsw_290816 5 178
F33Fcsw_68312 5 178
F33Fcsw_175879 5 178
F33Fcsw_216263 5 178
M12Fcsw_29899 5 178
M12Fcsw_70871 5 178
M12Fcsw_444831 5 178
M13Fcsw_174848 5 178
M14Fcsw_57538 5 178
M21Fcsw_325698 5 178
M22Fcsw_251051 5 178
M22Fcsw_268424 5 178
M22Fcsw_311500 5 178
M22Fcsw_369748 5 178
M24Fcsw_224255 5 178
M24Fcsw_272102 5 178
M41Fcsw_142863 5 178
M41Fcsw_167558 5 178
M41Fcsw_220463 5 178
M41Fcsw_224745 5 178
M41Fcsw_265356 5 178
M41Fcsw_298544 5 178
M42Fcsw_166311 5 178
M42Fcsw_237566 5 178
M42Fcsw_253334 5 178
M42Fcsw_256286 5 178
M42Fcsw_271078 5 178
M42Fcsw_292548 5 178
M42Fcsw_336315 5 178
M42Fcsw_337220 5 178
M42Fcsw_344948 5 178
M42Fcsw_356825 5 178
M42Fcsw_367779 5 178
M43Fcsw_185896 5 178
M44Fcsw_69605 5 178
M44Fcsw_164761 5 178
M44Fcsw_225943 5 178
F11Fcsw_379122 5 179
F11Fcsw_387901 5 179
F11Fcsw_392302 5 179
F11Fcsw_418685 5 179
F11Fcsw_443600 5 179
F11Fcsw_444090 5 179
F11Fcsw_489743 5 179
F12Fcsw_47888 5 179
F12Fcsw_449252 5 179
F14Fcsw_184998 5 179
F21Fcsw_11305 5 179
F21Fcsw_22694 5 179
F21Fcsw_32870 5 179
F21Fcsw_47592 5 179
F21Fcsw_47639 5 179
F21Fcsw_54382 5 179
F21Fcsw_65641 5 179
F21Fcsw_74076 5 179
F21Fcsw_80566 5 179
F21Fcsw_110264 5 179
F21Fcsw_376122 5 179
F21Fcsw_377408 5 179
F21Fcsw_394446 5 179
F21Fcsw_396808 5 179
F21Fcsw_397996 5 179
F21Fcsw_401030 5 179
F21Fcsw_405962 5 179
F21Fcsw_416143 5 179
F21Fcsw_420703 5 179
F21Fcsw_422268 5 179
F21Fcsw_423339 5 179
F21Fcsw_423894 5 179
F21Fcsw_434122 5 179
F21Fcsw_438677 5 179
F21Fcsw_439128 5 179
F21Fcsw_445877 5 179
F21Fcsw_459789 5 179
F21Fcsw_459797 5 179
F21Fcsw_482646 5 179
F22Fcsw_2428 5 179
F22Fcsw_23298 5 179
F22Fcsw_27450 5 179
F22Fcsw_37662 5 179
F22Fcsw_39136 5 179
F22Fcsw_70101 5 179
F22Fcsw_75509 5 179
F22Fcsw_76855 5 179
F22Fcsw_90453 5 179
F22Fcsw_115187 5 179
F22Fcsw_391220 5 179
F22Fcsw_395045 5 179
F22Fcsw_403799 5 179
F22Fcsw_407614 5 179
F22Fcsw_415718 5 179
F22Fcsw_417781 5 179
F22Fcsw_419215 5 179
F22Fcsw_425821 5 179
F22Fcsw_433415 5 179
F22Fcsw_435145 5 179
F22Fcsw_443155 5 179
F22Fcsw_451910 5 179
F22Fcsw_461303 5 179
F22Fcsw_465073 5 179
F22Fcsw_468427 5 179
F22Fcsw_468652 5 179
F22Fcsw_470294 5 179
F22Fcsw_485119 5 179
F22Fcsw_486209 5 179
F22Fcsw_490413 5 179
F22Fcsw_497109 5 179
F22Fcsw_498089 5 179
F23Fcsw_257149 5 179
F24Fcsw_36700 5 179
F24Fcsw_81758 5 179
F31Fcsw_135835 5 179
F31Fcsw_167482 5 179
F31Fcsw_275861 5 179
F31Fcsw_300215 5 179
F31Fcsw_355760 5 179
F32Fcsw_268570 5 179
F33Fcsw_30492 5 179
F33Fcsw_221648 5 179
F34Fcsw_245565 5 179
M11Fcsw_924 5 179
M12Fcsw_66135 5 179
M12Fcsw_77649 5 179
M12Fcsw_109538 5 179
M13Fcsw_51360 5 179
M21Fcsw_188128 5 179
M21Fcsw_309507 5 179
M21Fcsw_339667 5 179
M22Fcsw_191675 5 179
M22Fcsw_369001 5 179
M24Fcsw_154030 5 179
M41Fcsw_152533 5 179
M41Fcsw_157233 5 179
M41Fcsw_177303 5 179
M41Fcsw_184270 5 179
M41Fcsw_295004 5 179
M41Fcsw_318303 5 179
M41Fcsw_333542 5 179
M41Fcsw_355116 5 179
M42Fcsw_156711 5 179
M42Fcsw_207071 5 179
M42Fcsw_241049 5 179
M42Fcsw_272323 5 179
M42Fcsw_291687 5 179
M44Fcsw_6295 5 179
M44Fcsw_34766 5 179
M44Fcsw_159201 5 179
F11Fcsw_4997 5 180
F11Fcsw_27657 5 180
F11Fcsw_395150 5 180
F11Fcsw_414934 5 180
F12Fcsw_40191 5 180
F12Fcsw_393645 5 180
F14Fcsw_190287 5 180
F21Fcsw_32959 5 180
F21Fcsw_35471 5 180
F21Fcsw_53028 5 180
F21Fcsw_56814 5 180
F21Fcsw_59819 5 180
F21Fcsw_103740 5 180
F21Fcsw_114374 5 180
F21Fcsw_385720 5 180
F21Fcsw_386875 5 180
F21Fcsw_402159 5 180
F21Fcsw_408489 5 180
F21Fcsw_410091 5 180
F21Fcsw_417223 5 180
F21Fcsw_421315 5 180
F21Fcsw_433254 5 180
F21Fcsw_443498 5 180
F21Fcsw_462460 5 180
F22Fcsw_1518 5 180
F22Fcsw_22088 5 180
F22Fcsw_28959 5 180
F22Fcsw_30710 5 180
F22Fcsw_52156 5 180
F22Fcsw_380209 5 180
F22Fcsw_387591 5 180
F22Fcsw_390113 5 180
F22Fcsw_398578 5 180
F22Fcsw_411658 5 180
F22Fcsw_430481 5 180
F22Fcsw_430876 5 180
F22Fcsw_441257 5 180
F22Fcsw_446058 5 180
F22Fcsw_458384 5 180
F22Fcsw_462299 5 180
F22Fcsw_462356 5 180
F22Fcsw_474658 5 180
F22Fcsw_478101 5 180
F22Fcsw_494592 5 180
F23Fcsw_178439 5 180
F23Fcsw_249163 5 180
F24Fcsw_85090 5 180
F24Fcsw_207440 5 180
F24Fcsw_228624 5 180
F31Fcsw_157902 5 180
F31Fcsw_205905 5 180
F31Fcsw_223558 5 180
F31Fcsw_318100 5 180
F31Fcsw_330793 5 180
F32Fcsw_210120 5 180
F32Fcsw_309984 5 180
F32Fcsw_316561 5 180
F33Fcsw_105938 5 180
F33Fcsw_185593 5 180
F33Fcsw_210824 5 180
F33Fcsw_242246 5 180
F34Fcsw_100515 5 180
F34Fcsw_169849 5 180
F34Fcsw_267230 5 180
M11Fcsw_59475 5 180
M11Fcsw_78614 5 180
M11Fcsw_423919 5 180
M11Fcsw_461379 5 180
M12Fcsw_16059 5 180
M12Fcsw_84498 5 180
M12Fcsw_118620 5 180
M12Fcsw_394702 5 180
M12Fcsw_442439 5 180
M12Fcsw_473948 5 180
M13Fcsw_121151 5 180
M14Fcsw_201391 5 180
M21Fcsw_198229 5 180
M21Fcsw_224305 5 180
M22Fcsw_135108 5 180
M22Fcsw_189666 5 180
M22Fcsw_230178 5 180
M22Fcsw_374825 5 180
M23Fcsw_69899 5 180
M23Fcsw_119947 5 180
M23Fcsw_217990 5 180
M23Fcsw_254300 5 180
M24Fcsw_230963 5 180
M41Fcsw_175550 5 180
M41Fcsw_224088 5 180
M41Fcsw_340128 5 180
M41Fcsw_374705 5 180
M42Fcsw_133831 5 180
M42Fcsw_156285 5 180
M42Fcsw_274711 5 180
M42Fcsw_325557 5 180
M42Fcsw_350137 5 180
M43Fcsw_76795 5 180
M43Fcsw_113014 5 180
M43Fcsw_188928 5 180
M44Fcsw_60981 5 180
M44Fcsw_64337 5 180
M44Fcsw_222750 5 180
M44Fcsw_248527 5 180
F11Fcsw_377341 5 181
F11Fcsw_377892 5 181
F11Fcsw_380314 5 181
F11Fcsw_392324 5 181
F11Fcsw_403749 5 181
F11Fcsw_420995 5 181
F11Fcsw_432171 5 181
F11Fcsw_456194 5 181
F11Fcsw_458448 5 181
F21Fcsw_46943 5 181
F21Fcsw_61158 5 181
F21Fcsw_73613 5 181
F21Fcsw_108160 5 181
F21Fcsw_112082 5 181
F21Fcsw_377556 5 181
F21Fcsw_385667 5 181
F21Fcsw_414573 5 181
F21Fcsw_414959 5 181
F21Fcsw_424841 5 181
F21Fcsw_439790 5 181
F21Fcsw_469244 5 181
F21Fcsw_475350 5 181
F21Fcsw_492914 5 181
F21Fcsw_501766 5 181
F22Fcsw_4593 5 181
F22Fcsw_20064 5 181
F22Fcsw_20096 5 181
F22Fcsw_26266 5 181
F22Fcsw_36356 5 181
F22Fcsw_52357 5 181
F22Fcsw_54562 5 181
F22Fcsw_73200 5 181
F22Fcsw_85785 5 181
F22Fcsw_94045 5 181
F22Fcsw_95604 5 181
F22Fcsw_100233 5 181
F22Fcsw_103266 5 181
F22Fcsw_105443 5 181
F22Fcsw_107744 5 181
F22Fcsw_376770 5 181
F22Fcsw_398229 5 181
F22Fcsw_402905 5 181
F22Fcsw_404631 5 181
F22Fcsw_407675 5 181
F22Fcsw_418258 5 181
F22Fcsw_426652 5 181
F22Fcsw_427279 5 181
F22Fcsw_428736 5 181
F22Fcsw_429084 5 181
F22Fcsw_431230 5 181
F22Fcsw_436778 5 181
F22Fcsw_436789 5 181
F22Fcsw_437949 5 181
F22Fcsw_445418 5 181
F22Fcsw_447617 5 181
F22Fcsw_457882 5 181
F22Fcsw_469752 5 181
F22Fcsw_480161 5 181
F22Fcsw_481514 5 181
F22Fcsw_490630 5 181
F22Fcsw_495029 5 181
F22Fcsw_501478 5 181
F23Fcsw_226362 5 181
F24Fcsw_154907 5 181
F24Fcsw_268195 5 181
F31Fcsw_127820 5 181
F31Fcsw_144880 5 181
F31Fcsw_154447 5 181
F31Fcsw_165102 5 181
F31Fcsw_225365 5 181
F31Fcsw_308879 5 181
F31Fcsw_309670 5 181
F31Fcsw_344792 5 181
F32Fcsw_231889 5 181
F32Fcsw_283104 5 181
F32Fcsw_301557 5 181
F33Fcsw_107139 5 181
F33Fcsw_265616 5 181
